,step,type,amount,nameOrig,oldbalanceOrg,newbalanceOrig,nameDest,oldbalanceDest,newbalanceDest,isFraud,isFlaggedFraud
1141251,131,TRANSFER,10000000.0,C2046014385,17476725.66,7476725.66,C97016938,0.0,0.0,1,0
1141252,131,CASH_OUT,10000000.0,C944451895,10000000.0,0.0,C1941053102,179252.82,10179252.82,1,0
1141253,131,TRANSFER,7476725.66,C452889653,7476725.66,0.0,C1784013165,0.0,0.0,1,0
1141254,131,CASH_OUT,7476725.66,C262815390,7476725.66,0.0,C450403816,99749.6,7576475.27,1,0
1144355,131,TRANSFER,2540410.33,C479192985,2540410.33,0.0,C1723011411,0.0,0.0,1,0
1144356,131,CASH_OUT,2540410.33,C1229867171,2540410.33,0.0,C985114937,0.0,2301330.2,1,0
1148108,131,TRANSFER,2745923.02,C1557244190,2745923.02,0.0,C746124782,0.0,0.0,1,0
1148109,131,CASH_OUT,2745923.02,C1403642146,2745923.02,0.0,C929286459,3749390.59,6495313.61,1,0
1148897,131,TRANSFER,2248584.96,C245964929,2248584.96,0.0,C2025243065,0.0,0.0,1,0
1148898,131,CASH_OUT,2248584.96,C1701978189,2248584.96,0.0,C1864787656,44660.15,2293245.11,1,0
1152802,131,TRANSFER,124057.58,C1827233798,124057.58,0.0,C203519578,0.0,0.0,1,0
1152803,131,CASH_OUT,124057.58,C766442736,124057.58,0.0,C1324615227,1594382.92,1718440.5,1,0
1163632,132,TRANSFER,768520.15,C1484143293,768520.15,0.0,C1982144545,0.0,0.0,1,0
1163633,132,CASH_OUT,768520.15,C1376162995,768520.15,0.0,C471258515,218306.5,986826.65,1,0
1173037,132,TRANSFER,2479940.21,C1242611758,2479940.21,0.0,C1769880049,0.0,0.0,1,0
1173038,132,CASH_OUT,2479940.21,C225560210,2479940.21,0.0,C946491737,0.0,2479940.21,1,0
1175929,132,TRANSFER,3735525.0,C808515301,3735525.0,0.0,C1111269172,0.0,0.0,1,0
1175930,132,CASH_OUT,3735525.0,C577782900,3735525.0,0.0,C48297071,17860.51,3753385.51,1,0
1186590,132,TRANSFER,190737.49,C1964503568,190737.49,0.0,C1405052929,0.0,0.0,1,0
1186591,132,CASH_OUT,190737.49,C367922797,190737.49,0.0,C697452731,1565285.75,1756023.24,1,0
1189442,132,TRANSFER,1400472.01,C926121167,1400472.01,0.0,C516391420,0.0,0.0,1,0
1189443,132,CASH_OUT,1400472.01,C1716241276,1400472.01,0.0,C553804968,1049307.17,2449779.18,1,0
1202674,133,TRANSFER,899782.7,C1612087720,899782.7,0.0,C156111080,0.0,0.0,1,0
1202675,133,CASH_OUT,899782.7,C1241123022,899782.7,0.0,C28614156,106863.62,1006646.32,1,0
1203422,133,TRANSFER,212130.67,C1465621958,212130.67,0.0,C1350854883,0.0,0.0,1,0
1203423,133,CASH_OUT,212130.67,C362748742,212130.67,0.0,C81133890,1542937.19,2133644.57,1,0
1212610,133,TRANSFER,1159010.44,C695823841,1159010.44,0.0,C679367763,0.0,0.0,1,0
1212611,133,CASH_OUT,1159010.44,C1724151856,1159010.44,0.0,C1229046559,175085.52,1334095.97,1,0
1224941,133,TRANSFER,16274.51,C532758162,16274.51,0.0,C1844648753,0.0,0.0,1,0
1224942,133,CASH_OUT,16274.51,C1372185413,16274.51,0.0,C128567298,44245.22,60519.73,1,0
1224947,133,TRANSFER,57512.29,C199493859,57512.29,0.0,C1845834519,0.0,0.0,1,0
1224948,133,CASH_OUT,57512.29,C1895502968,57512.29,0.0,C951398673,0.0,57512.29,1,0
1234314,134,TRANSFER,100109.03,C1626206684,100109.03,0.0,C1082903633,0.0,0.0,1,0
1234315,134,CASH_OUT,100109.03,C91676568,100109.03,0.0,C307821944,0.0,100109.03,1,0
1236187,134,TRANSFER,2460110.25,C17491956,2460110.25,0.0,C983697974,0.0,0.0,1,0
1236188,134,CASH_OUT,2460110.25,C1457539209,2460110.25,0.0,C1879948586,144735.49,2604845.74,1,0
1237395,134,TRANSFER,10000000.0,C426632957,13892156.3,3892156.3,C48103061,0.0,0.0,1,0
1237396,134,CASH_OUT,10000000.0,C2064974440,10000000.0,0.0,C184545705,34082.32,10034082.32,1,0
1237397,134,TRANSFER,3892156.3,C1631482807,3892156.3,0.0,C1003909463,0.0,0.0,1,0
1237398,134,CASH_OUT,3892156.3,C1686754447,3892156.3,0.0,C1330478726,5663227.36,9555383.66,1,0
1262330,134,TRANSFER,1525742.02,C311903293,1525742.02,0.0,C974621415,0.0,0.0,1,0
1262331,134,CASH_OUT,1525742.02,C566299980,1525742.02,0.0,C2132741249,0.0,1525742.02,1,0
1268132,135,TRANSFER,60646.82,C16325193,60646.82,0.0,C1142308678,0.0,0.0,1,0
1268133,135,CASH_OUT,60646.82,C1591547495,60646.82,0.0,C1132157369,43264.78,103911.6,1,0
1279179,135,TRANSFER,515645.16,C885687058,515645.16,0.0,C1873143762,0.0,0.0,1,0
1279180,135,CASH_OUT,515645.16,C1386605683,515645.16,0.0,C509021077,283377.85,799023.01,1,0
1291694,135,TRANSFER,128417.96,C244991293,128417.96,0.0,C1736477135,0.0,0.0,1,0
1291695,135,CASH_OUT,128417.96,C1400591529,128417.96,0.0,C1469656123,99429.91,227847.87,1,0
1291987,135,TRANSFER,7927.06,C3592918,7927.06,0.0,C956442492,0.0,0.0,1,0
1291988,135,CASH_OUT,7927.06,C2071408487,7927.06,0.0,C1313763244,0.0,7927.06,1,0
1293870,136,TRANSFER,3263443.15,C1406501579,3263443.15,0.0,C106008304,0.0,0.0,1,0
1293871,136,CASH_OUT,3263443.15,C252215515,3263443.15,0.0,C870722399,927721.34,4191164.5,1,0
1313407,136,TRANSFER,199878.85,C652728063,199878.85,0.0,C1111932941,0.0,0.0,1,0
1313408,136,CASH_OUT,199878.85,C1574654843,199878.85,0.0,C1877061834,403269.69,603148.54,1,0
1314529,136,TRANSFER,1457343.37,C1105946611,1457343.37,0.0,C704248437,0.0,0.0,1,0
1314530,136,CASH_OUT,1457343.37,C1229716885,1457343.37,0.0,C1742997341,0.0,1457343.37,1,0
1317296,136,TRANSFER,95267.81,C909629490,95267.81,0.0,C967833136,0.0,0.0,1,0
1317297,136,CASH_OUT,95267.81,C1426688213,95267.81,0.0,C1274877827,0.0,95267.81,1,0
1320963,136,TRANSFER,7563536.91,C584194979,7563536.91,0.0,C2018653161,0.0,0.0,1,0
1320964,136,CASH_OUT,7563536.91,C983899161,7563536.91,0.0,C1297951488,667243.49,8265310.34,1,0
1323539,137,TRANSFER,1265379.37,C272782184,1265379.37,0.0,C804016361,0.0,0.0,1,0
1323540,137,CASH_OUT,1265379.37,C795574446,1265379.37,0.0,C1744617229,0.0,1265379.37,1,0
1325511,137,TRANSFER,417217.89,C2118315952,417217.89,0.0,C1765086127,0.0,0.0,1,0
1325512,137,CASH_OUT,417217.89,C1644589912,417217.89,0.0,C671189136,2468054.62,2885272.51,1,0
1331831,137,TRANSFER,3116833.75,C965340171,3116833.75,0.0,C863634081,0.0,0.0,1,0
1331832,137,CASH_OUT,3116833.75,C794060279,3116833.75,0.0,C928051601,456298.06,3573131.82,1,0
1331945,137,TRANSFER,433348.97,C629787900,433348.97,0.0,C794779116,0.0,0.0,1,0
1331946,137,CASH_OUT,433348.97,C1139626226,433348.97,0.0,C767625461,1757052.79,2190401.76,1,0
1342977,137,TRANSFER,1746415.27,C1430436436,1746415.27,0.0,C1190598592,0.0,0.0,1,0
1342978,137,CASH_OUT,1746415.27,C608259465,1746415.27,0.0,C1307118574,532359.77,2278775.04,1,0
1343287,137,TRANSFER,1010857.38,C984621443,1010857.38,0.0,C1664913171,0.0,0.0,1,0
1343288,137,CASH_OUT,1010857.38,C1536697892,1010857.38,0.0,C74013301,0.0,1010857.38,1,0
1361802,138,TRANSFER,234723.4,C614130152,234723.4,0.0,C1884751175,0.0,0.0,1,0
1361803,138,CASH_OUT,234723.4,C1422611591,234723.4,0.0,C975019107,0.0,234723.4,1,0
1383995,138,TRANSFER,303432.45,C13476489,303432.45,0.0,C267641579,0.0,0.0,1,0
1383996,138,CASH_OUT,303432.45,C255761581,303432.45,0.0,C389495831,0.0,522695.73,1,0
1410161,139,TRANSFER,11653.98,C1377280897,11653.98,0.0,C1616326954,0.0,0.0,1,0
1410162,139,CASH_OUT,11653.98,C1280075044,11653.98,0.0,C1939861017,341465.93,325869.89,1,0
1431439,139,TRANSFER,375141.86,C797411112,375141.86,0.0,C1969431607,0.0,0.0,1,0
1431440,139,CASH_OUT,375141.86,C701624448,375141.86,0.0,C1632095414,124753.19,252008.88,1,0
1440594,140,TRANSFER,98918.12,C1764838564,98918.12,0.0,C908334947,0.0,0.0,1,0
1440595,140,CASH_OUT,98918.12,C1472915289,98918.12,0.0,C311901651,7257771.83,7356689.94,1,0
1441075,140,TRANSFER,4400457.84,C1584907362,4400457.84,0.0,C1968032236,0.0,0.0,1,0
1441076,140,CASH_OUT,4400457.84,C148679503,4400457.84,0.0,C470122126,1284135.8,5684593.64,1,0
1456142,140,TRANSFER,2873536.01,C617343530,2873536.01,0.0,C826178834,0.0,0.0,1,0
1456143,140,CASH_OUT,2873536.01,C1711657295,2873536.01,0.0,C144852879,0.0,2873536.01,1,0
1457756,140,TRANSFER,649968.87,C1136009119,649968.87,0.0,C864356085,0.0,0.0,1,0
1457757,140,CASH_OUT,649968.87,C1310618483,649968.87,0.0,C892400741,663346.95,1085776.19,1,0
1463994,140,TRANSFER,53782.87,C1245242026,53782.87,0.0,C1270286855,0.0,0.0,1,0
1463995,140,CASH_OUT,53782.87,C1507289159,53782.87,0.0,C431035662,0.0,53782.87,1,0
1464441,140,TRANSFER,6783.47,C2103265286,6783.47,0.0,C1983881188,0.0,0.0,1,0
1464442,140,CASH_OUT,6783.47,C87316274,6783.47,0.0,C1051603827,88745.55,95529.02,1,0
1466899,140,TRANSFER,456360.87,C2077349691,456360.87,0.0,C1084745471,0.0,0.0,1,0
1466900,140,CASH_OUT,456360.87,C1800812405,456360.87,0.0,C605132681,17610403.76,18066764.63,1,0
1473281,141,TRANSFER,370382.39,C355611635,370382.39,0.0,C137763659,0.0,0.0,1,0
1473282,141,CASH_OUT,370382.39,C1303980917,370382.39,0.0,C1857425198,601219.23,971601.62,1,0
1480069,141,TRANSFER,350800.27,C1446312452,350800.27,0.0,C1127367345,0.0,0.0,1,0
1480070,141,CASH_OUT,350800.27,C1071591900,350800.27,0.0,C1325541393,3904036.08,4254836.35,1,0
1482204,141,TRANSFER,1589614.75,C227497385,1589614.75,0.0,C195200661,0.0,0.0,1,0
1482205,141,CASH_OUT,1589614.75,C752410137,1589614.75,0.0,C404647251,2163508.38,3753123.13,1,0
1485274,141,TRANSFER,455372.54,C1146223935,455372.54,0.0,C840928350,0.0,0.0,1,0
1485275,141,CASH_OUT,455372.54,C876504183,455372.54,0.0,C1536498682,316179.07,771551.61,1,0
1487413,142,TRANSFER,73064.41,C627366177,73064.41,0.0,C1014517365,0.0,0.0,1,0
1487414,142,CASH_OUT,73064.41,C1088641911,73064.41,0.0,C1039637819,187838.1,260902.5,1,0
1496069,142,TRANSFER,78810.3,C168746534,78810.3,0.0,C717942686,0.0,0.0,1,0
1496070,142,CASH_OUT,78810.3,C688380113,78810.3,0.0,C1780087922,802788.52,881598.82,1,0
1496375,142,TRANSFER,6168077.6,C1521066827,6168077.6,0.0,C237081413,0.0,0.0,1,0
1496376,142,CASH_OUT,6168077.6,C1567508562,6168077.6,0.0,C233644049,0.0,6168077.6,1,0
1496506,142,TRANSFER,346374.54,C171834973,346374.54,0.0,C1249377837,0.0,0.0,1,0
1496507,142,CASH_OUT,346374.54,C1493875505,346374.54,0.0,C675229754,0.0,346374.54,1,0
1499187,143,TRANSFER,1822754.86,C809314999,1822754.86,0.0,C421219545,0.0,0.0,1,0
1499188,143,CASH_OUT,1822754.86,C941627109,1822754.86,0.0,C704744337,1099.26,1823854.12,1,0
1501397,143,TRANSFER,7068115.67,C740325067,7068115.67,0.0,C951611415,0.0,0.0,1,0
1501398,143,CASH_OUT,7068115.67,C884592153,7068115.67,0.0,C2111326031,147582.41,7215698.08,1,0
1502107,143,TRANSFER,3222396.0,C6950250,3222396.0,0.0,C525235814,0.0,0.0,1,0
1502108,143,CASH_OUT,3222396.0,C492515699,3222396.0,0.0,C527244596,112132.82,3334528.82,1,0
1502704,143,TRANSFER,171337.99,C239155420,171337.99,0.0,C780047306,0.0,0.0,1,0
1502705,143,CASH_OUT,171337.99,C522387015,171337.99,0.0,C1649774015,359188.01,530526.01,1,0
1502870,143,TRANSFER,155854.37,C1352884053,155854.37,0.0,C769290642,0.0,0.0,1,0
1502871,143,CASH_OUT,155854.37,C1717994477,155854.37,0.0,C1484687714,318930.35,474784.71,1,0
1503391,143,TRANSFER,810599.16,C986104580,810599.16,0.0,C638622205,0.0,0.0,1,0
1503392,143,CASH_OUT,810599.16,C1150396076,810599.16,0.0,C1385705037,971634.6,1782233.77,1,0
1503773,143,TRANSFER,1608571.02,C659082738,1608571.02,0.0,C2146348843,0.0,0.0,1,0
1503774,143,CASH_OUT,1608571.02,C1607355458,1608571.02,0.0,C1507119938,194993.54,1803564.56,1,0
1505980,143,TRANSFER,32076.17,C996891607,32076.17,0.0,C1918140601,0.0,0.0,1,0
1505981,143,CASH_OUT,32076.17,C1018686396,32076.17,0.0,C184389998,905007.28,937083.46,1,0
1506076,144,TRANSFER,612743.87,C160577338,612743.87,0.0,C162068560,0.0,0.0,1,0
1506077,144,CASH_OUT,612743.87,C1830172898,612743.87,0.0,C1813501651,311807.53,924551.41,1,0
1506706,144,TRANSFER,343999.8,C549010172,343999.8,0.0,C1983458809,0.0,0.0,1,0
1506707,144,CASH_OUT,343999.8,C1079154167,343999.8,0.0,C385675312,33423.37,377423.17,1,0
1506719,144,TRANSFER,325732.34,C1544110174,325732.34,0.0,C2112676621,0.0,0.0,1,0
1506720,144,CASH_OUT,325732.34,C597823644,325732.34,0.0,C68854831,3734511.97,4060244.31,1,0
1506838,144,TRANSFER,102750.55,C231882139,102750.55,0.0,C908283595,0.0,0.0,1,0
1506839,144,CASH_OUT,102750.55,C1347259085,102750.55,0.0,C1084363667,473786.58,576537.12,1,0
1508057,144,TRANSFER,2120266.89,C1236932461,2120266.89,0.0,C761922099,0.0,0.0,1,0
1508058,144,CASH_OUT,2120266.89,C540872816,2120266.89,0.0,C875816541,4076539.19,6196806.08,1,0
1509671,145,TRANSFER,1767886.02,C1544286887,1767886.02,0.0,C436837170,0.0,0.0,1,0
1509672,145,CASH_OUT,1767886.02,C1487625973,1767886.02,0.0,C1046637839,0.0,1767886.02,1,0
1510105,145,TRANSFER,66448.19,C1788535052,66448.19,0.0,C130229315,0.0,0.0,1,0
1510106,145,CASH_OUT,66448.19,C774736612,66448.19,0.0,C1224889094,5042513.19,5108961.38,1,0
1510121,145,TRANSFER,34301.19,C1481292260,34301.19,0.0,C1130721375,0.0,0.0,1,0
1510122,145,CASH_OUT,34301.19,C1096551373,34301.19,0.0,C632622590,0.0,34301.19,1,0
1510290,145,TRANSFER,1539687.27,C1207025716,1539687.27,0.0,C1129375709,0.0,0.0,1,0
1510291,145,CASH_OUT,1539687.27,C1540456326,1539687.27,0.0,C1572482192,256502.86,1796190.14,1,0
1510292,145,TRANSFER,3572736.74,C699121827,3572736.74,0.0,C1252527370,0.0,0.0,1,0
1510293,145,CASH_OUT,3572736.74,C1733969838,3572736.74,0.0,C1915229733,1362451.86,4935188.59,1,0
1510383,145,TRANSFER,150245.05,C1581441429,150245.05,0.0,C528739527,0.0,0.0,1,0
1510384,145,CASH_OUT,150245.05,C2046096221,150245.05,0.0,C1306048259,1833611.89,1983856.94,1,0
1510580,145,TRANSFER,9467.62,C384072543,9467.62,0.0,C588343679,0.0,0.0,1,0
1510581,145,CASH_OUT,9467.62,C1782679306,9467.62,0.0,C1503937071,92573.18,102040.81,1,0
1510859,146,TRANSFER,7114590.07,C2111007650,7114590.07,0.0,C830545754,0.0,0.0,1,0
1510860,146,CASH_OUT,7114590.07,C115707854,7114590.07,0.0,C1107422385,172225.02,7286815.09,1,0
1510882,146,TRANSFER,554522.67,C1683014037,554522.67,0.0,C330996942,0.0,0.0,1,0
1510883,146,CASH_OUT,554522.67,C293955297,554522.67,0.0,C585602438,40399.91,594922.57,1,0
1510942,146,TRANSFER,489714.94,C781269019,489714.94,0.0,C414219779,0.0,0.0,1,0
1510943,146,CASH_OUT,489714.94,C570906576,489714.94,0.0,C1864667577,302738.43,792453.38,1,0
1510956,146,TRANSFER,60516.53,C204723850,60516.53,0.0,C776823334,0.0,0.0,1,0
1510957,146,CASH_OUT,60516.53,C1241672000,60516.53,0.0,C271238521,0.0,60516.53,1,0
1510962,146,TRANSFER,322329.78,C1524859544,322329.78,0.0,C1609215593,0.0,0.0,1,0
1510963,146,CASH_OUT,322329.78,C2110396645,322329.78,0.0,C842496101,115917.67,438247.45,1,0
1511309,147,TRANSFER,1137603.28,C318449492,1137603.28,0.0,C632641086,0.0,0.0,1,0
1511310,147,CASH_OUT,1137603.28,C507008752,1137603.28,0.0,C1280720462,101685.4,1239288.68,1,0
1511311,147,TRANSFER,489514.32,C1398711376,489514.32,0.0,C910056711,0.0,0.0,1,0
1511312,147,CASH_OUT,489514.32,C796773856,489514.32,0.0,C27593268,0.0,489514.32,1,0
1511314,147,TRANSFER,522343.83,C520000532,522343.83,0.0,C1415536651,0.0,0.0,1,0
1511315,147,CASH_OUT,522343.83,C1605191910,522343.83,0.0,C201338913,3135268.16,3657611.99,1,0
1511320,148,TRANSFER,3733104.07,C492529807,3733104.07,0.0,C863881747,0.0,0.0,1,0
1511321,148,CASH_OUT,3733104.07,C379244982,3733104.07,0.0,C1160379813,452523.69,4185627.77,1,0
1511322,148,TRANSFER,677563.22,C380436221,677563.22,0.0,C390478316,0.0,0.0,1,0
1511323,148,CASH_OUT,677563.22,C2082620262,677563.22,0.0,C492841836,5725307.68,6402870.9,1,0
1511324,148,TRANSFER,208630.6,C981156733,208630.6,0.0,C1127756392,0.0,0.0,1,0
1511325,148,CASH_OUT,208630.6,C2049716965,208630.6,0.0,C1560676019,337304.83,545935.44,1,0
1511326,148,TRANSFER,99168.97,C193359947,99168.97,0.0,C1492417626,0.0,0.0,1,0
1511327,148,CASH_OUT,99168.97,C1708206894,99168.97,0.0,C1422044374,360.3,99529.27,1,0
1511328,148,TRANSFER,288032.02,C1287690661,288032.02,0.0,C89259074,0.0,0.0,1,0
1511329,148,CASH_OUT,288032.02,C44622712,288032.02,0.0,C1601170327,0.0,288032.02,1,0
1511330,148,TRANSFER,394886.13,C1107493587,394886.13,0.0,C1252635926,0.0,0.0,1,0
1511331,148,CASH_OUT,394886.13,C1897206044,394886.13,0.0,C398205372,840653.68,1235539.81,1,0
1511332,149,TRANSFER,3567795.25,C961585962,3567795.25,0.0,C420013830,0.0,0.0,1,0
1511333,149,CASH_OUT,3567795.25,C2091267163,3567795.25,0.0,C1391718831,0.0,3567795.25,1,0
1511334,149,TRANSFER,661558.27,C644461702,661558.27,0.0,C1700734681,0.0,0.0,1,0
1511335,149,CASH_OUT,661558.27,C2133707942,661558.27,0.0,C129318396,3050611.21,3712169.48,1,0
1511336,149,TRANSFER,861406.83,C1138260378,861406.83,0.0,C944216727,0.0,0.0,1,0
1511337,149,CASH_OUT,861406.83,C244418902,861406.83,0.0,C1872196255,8283871.29,9145278.12,1,0
1511338,149,TRANSFER,155534.95,C1706545542,155534.95,0.0,C2068537951,0.0,0.0,1,0
1511339,149,CASH_OUT,155534.95,C1961781610,155534.95,0.0,C1530802023,88096.9,243631.85,1,0
1511340,149,TRANSFER,7188425.25,C1962597060,7188425.25,0.0,C103010660,0.0,0.0,1,0
1511341,149,CASH_OUT,7188425.25,C1982019124,7188425.25,0.0,C2025892351,781697.03,7970122.27,1,0
1511342,149,TRANSFER,17569.42,C767812247,17569.42,0.0,C263239858,0.0,0.0,1,0
1511343,149,CASH_OUT,17569.42,C711027580,17569.42,0.0,C1812011934,276439.92,294009.34,1,0
1511344,149,TRANSFER,2860852.43,C149923854,2860852.43,0.0,C32740114,0.0,0.0,1,0
1511345,149,CASH_OUT,2860852.43,C1729277361,2860852.43,0.0,C180584877,83784.78,2944637.21,1,0
1511346,149,TRANSFER,172510.95,C1433873566,172510.95,0.0,C45573890,0.0,0.0,1,0
1511347,149,CASH_OUT,172510.95,C1961658311,172510.95,0.0,C430727809,590592.52,763103.47,1,0
1511348,149,TRANSFER,14016.65,C20381324,14016.65,0.0,C948884752,0.0,0.0,1,0
1511349,149,CASH_OUT,14016.65,C1941677118,14016.65,0.0,C1983026804,1818633.89,1832650.55,1,0
1511350,149,TRANSFER,5477272.72,C1058610480,5477272.72,0.0,C532968715,0.0,0.0,1,0
1511351,149,CASH_OUT,5477272.72,C478532233,5477272.72,0.0,C1188145688,0.0,5477272.72,1,0
1511352,149,TRANSFER,29832.81,C32072750,29832.81,0.0,C398888765,0.0,0.0,1,0
1511353,149,CASH_OUT,29832.81,C185736530,29832.81,0.0,C1020879076,82642.62,112475.43,1,0
1511354,150,TRANSFER,1335959.76,C1644591810,1335959.76,0.0,C2090168733,0.0,0.0,1,0
1511355,150,CASH_OUT,1335959.76,C863602835,1335959.76,0.0,C1595218853,73654.55,1409614.31,1,0
1511356,150,TRANSFER,119454.86,C1944439526,119454.86,0.0,C525813177,0.0,0.0,1,0
1511357,150,CASH_OUT,119454.86,C1044668407,119454.86,0.0,C1238137303,0.0,119454.86,1,0
1511358,150,TRANSFER,67653.75,C1875243671,67653.75,0.0,C342413746,0.0,0.0,1,0
1511359,150,CASH_OUT,67653.75,C277332716,67653.75,0.0,C1073000277,246219.93,313873.68,1,0
1511360,150,TRANSFER,163852.19,C1298700512,163852.19,0.0,C1954906518,0.0,0.0,1,0
1511361,150,CASH_OUT,163852.19,C1364188509,163852.19,0.0,C1652775924,548967.17,712819.36,1,0
1511362,150,TRANSFER,147171.3,C299814057,147171.3,0.0,C1248568402,0.0,0.0,1,0
1511363,150,CASH_OUT,147171.3,C1071705308,147171.3,0.0,C1917732359,1326800.77,1473972.06,1,0
1511364,150,TRANSFER,3178915.22,C919002200,3178915.22,0.0,C1705969285,0.0,0.0,1,0
1511365,150,CASH_OUT,3178915.22,C424434408,3178915.22,0.0,C524837856,690831.94,3869747.17,1,0
1511366,150,TRANSFER,1994285.14,C2123396844,1994285.14,0.0,C304787673,0.0,0.0,1,0
1511367,150,CASH_OUT,1994285.14,C1177478126,1994285.14,0.0,C801773447,150793.71,2145078.85,1,0
1511368,151,TRANSFER,127091.33,C1183499119,127091.33,0.0,C1668573302,0.0,0.0,1,0
1511369,151,CASH_OUT,127091.33,C1038764620,127091.33,0.0,C1993931495,656699.62,783790.95,1,0
1511370,151,TRANSFER,273746.13,C1085303819,273746.13,0.0,C1227606415,0.0,0.0,1,0
1511371,151,CASH_OUT,273746.13,C1899026016,273746.13,0.0,C1685224113,2976802.87,3250549.0,1,0
1511372,151,TRANSFER,147080.42,C1639051922,147080.42,0.0,C862738497,0.0,0.0,1,0
1511373,151,CASH_OUT,147080.42,C249982146,147080.42,0.0,C627570303,0.0,147080.42,1,0
1511374,151,TRANSFER,258103.59,C866838575,258103.59,0.0,C1299552545,0.0,0.0,1,0
1511375,151,CASH_OUT,258103.59,C2058115852,258103.59,0.0,C1350667222,244362.91,502466.5,1,0
1511376,151,TRANSFER,443893.69,C1983851007,443893.69,0.0,C1777824686,0.0,0.0,1,0
1511377,151,CASH_OUT,443893.69,C371450806,443893.69,0.0,C475066287,3118325.8,3562219.49,1,0
1511378,151,TRANSFER,338229.88,C1915521741,338229.88,0.0,C1011899331,0.0,0.0,1,0
1511379,151,CASH_OUT,338229.88,C1791019967,338229.88,0.0,C248286792,153679.25,491909.13,1,0
1511380,151,TRANSFER,1766811.07,C1707046857,1766811.07,0.0,C1057271588,0.0,0.0,1,0
1511381,151,CASH_OUT,1766811.07,C1812465307,1766811.07,0.0,C1438776235,618077.7,2384888.77,1,0
1511382,151,TRANSFER,1633227.0,C2053411637,1633227.0,0.0,C337996170,0.0,0.0,1,0
1511383,151,CASH_OUT,1633227.0,C370488053,1633227.0,0.0,C1690006071,2865353.22,4498580.23,1,0
1511384,151,TRANSFER,113614.57,C134880961,113614.57,0.0,C1742051679,0.0,0.0,1,0
1511385,151,CASH_OUT,113614.57,C605744517,113614.57,0.0,C839259296,786701.6,900316.17,1,0
1511386,152,TRANSFER,2175288.9,C2058960648,2175288.9,0.0,C413773455,0.0,0.0,1,0
1511387,152,CASH_OUT,2175288.9,C1157904432,2175288.9,0.0,C2053528255,92900.39,2268189.29,1,0
1511388,152,TRANSFER,102945.99,C488688199,102945.99,0.0,C1626596200,0.0,0.0,1,0
1511389,152,CASH_OUT,102945.99,C1847949987,102945.99,0.0,C1663207814,2276404.45,2379350.44,1,0
1511390,152,TRANSFER,389275.23,C1566001424,389275.23,0.0,C421137084,0.0,0.0,1,0
1511391,152,CASH_OUT,389275.23,C964050738,389275.23,0.0,C997146902,0.0,389275.23,1,0
1512305,153,TRANSFER,234853.95,C1944993034,234853.95,0.0,C2019813234,0.0,0.0,1,0
1512306,153,CASH_OUT,234853.95,C713785224,234853.95,0.0,C531994851,23261.5,258115.45,1,0
1516656,153,TRANSFER,1027260.28,C95607946,1027260.28,0.0,C1485064978,0.0,0.0,1,0
1516657,153,CASH_OUT,1027260.28,C1543464772,1027260.28,0.0,C562220345,1398618.96,2425879.24,1,0
1519575,153,TRANSFER,115535.52,C709433004,115535.52,0.0,C895867127,0.0,0.0,1,0
1519576,153,CASH_OUT,115535.52,C374230144,115535.52,0.0,C209338104,0.0,115535.52,1,0
1526206,153,TRANSFER,412511.32,C742014717,412511.32,0.0,C832072738,0.0,0.0,1,0
1526207,153,CASH_OUT,412511.32,C1575731939,412511.32,0.0,C33412994,41026.29,453537.61,1,0
1530216,153,TRANSFER,109008.53,C1551236270,109008.53,0.0,C1615265325,0.0,0.0,1,0
1530217,153,CASH_OUT,109008.53,C1746722810,109008.53,0.0,C724702929,369085.36,478093.89,1,0
1531765,154,TRANSFER,4530.71,C525094295,4530.71,0.0,C1227140527,0.0,0.0,1,0
1531766,154,CASH_OUT,4530.71,C831752854,4530.71,0.0,C1379173269,0.0,4530.71,1,0
1533261,154,TRANSFER,442722.01,C1197049962,442722.01,0.0,C1656842502,0.0,0.0,1,0
1533262,154,CASH_OUT,442722.01,C1825078209,442722.01,0.0,C216559212,90335.5,533057.51,1,0
1533289,154,TRANSFER,1581441.8,C1665891733,1581441.8,0.0,C1915924384,0.0,0.0,1,0
1533290,154,CASH_OUT,1581441.8,C1521962059,1581441.8,0.0,C1036969884,3429635.45,5011077.25,1,0
1537598,154,TRANSFER,3424092.39,C1468687617,3424092.39,0.0,C387457266,0.0,0.0,1,0
1537599,154,CASH_OUT,3424092.39,C1408863129,3424092.39,0.0,C412806203,0.0,3424092.39,1,0
1540833,154,TRANSFER,141837.8,C1874018403,141837.8,0.0,C1391104856,0.0,0.0,1,0
1540834,154,CASH_OUT,141837.8,C221305576,141837.8,0.0,C1119520541,5845089.37,5986927.17,1,0
1560587,155,TRANSFER,49372.94,C1918133252,49372.94,0.0,C214058020,0.0,0.0,1,0
1560588,155,CASH_OUT,49372.94,C2020102800,49372.94,0.0,C376747351,517116.46,566489.4,1,0
1569384,155,TRANSFER,242179.39,C954871123,242179.39,0.0,C372683290,0.0,0.0,1,0
1569385,155,CASH_OUT,242179.39,C1430228862,242179.39,0.0,C542787796,107058.15,349237.54,1,0
1576161,155,TRANSFER,2723017.17,C1732090063,2723017.17,0.0,C688711189,0.0,0.0,1,0
1576162,155,CASH_OUT,2723017.17,C1925659680,2723017.17,0.0,C373469427,11672.12,2734689.29,1,0
